cell_type,marker
Macrophages,LYZ
Macrophages,S100A8
Macrophages,SLC40A1
Macrophages,FGL2
Macrophages,FOLR2
Macrophages,SPP1
Macrophages,RNASE1
Macrophages,HES1
Macrophages,ITGAM
Macrophages,CD163
Macrophages,CX3CR1
Macrophages,CSF1R
Macrophages,CCR2
Macrophages,ITGAX
Macrophages,ITGAM
Macrophages,CD14
Macrophages,CD64
Macrophages,MPEG1
Macrophages,CD74
Macrophages,S100A9
Macrophages,SAMHD1
Macrophages,CD40
Macrophages,CD74
Macrophages,CD68
Macrophages,CD16
Macrophages,CD163
Macrophages,CD11c
Macrophages,CD103
Macrophages,PDL1
Macrophages,HLA-DQ
Macrophages,HLA-DR
Macrophages,HLA-DP
Macrophages,CD11b
Macrophages,CD68
Macrophages,CD68
Macrophages,CD169
Macrophages,CD206
Macrophages,CD86
Macrophages,CD163
Macrophages,CD14
Macrophages,CD68
Macrophages,CD163
Macrophages,CD14
Macrophages,CD68
Macrophages,CD11b
Macrophages,CD64
Macrophages,CD45
Macrophages,CD163
Macrophages,CD68
Macrophages,CD163
Macrophages,TIMD-4
Macrophages,MerTK
Macrophages,CD206
Macrophages,CD68
Macrophages,CD68
Macrophages,clone KP1
Macrophages,CD68
Macrophages,Dako
Macrophages,CD14
Macrophages,CD163
Macrophages,CD68
Macrophages,CD14
Macrophages,FCGR3A
Macrophages,FCGR1A
Macrophages,CD68
Macrophages,C1QB
Macrophages,CD52
Macrophages,CD68
Macrophages,CD11b
Macrophages,CD68
Macrophages,CD206
Macrophages,FCGR3A
Macrophages,CD86
Macrophages,CD68
Macrophages,CD14
Macrophages,C1QA
Macrophages,APOE
Macrophages,CD68
Macrophages,MRC1
Macrophages,LYZ
Macrophages,C1QA
Macrophages,C1QB
Macrophages,CD163
Macrophages,APOE
Macrophages,C1Q
Macrophages,TREM2
Macrophages,CD11C
Macrophages,CD163
Macrophages,C1qA
Macrophages,C1qB
Macrophages,LYZ
Macrophages,Fcer1g
Macrophages,Aif1
Macrophages,C1qc
Macrophages,Ctss
Macrophages,Apoe
Macrophages,Itgam
Macrophages,C1qa
Macrophages,Cd74
Macrophages,Ms4a7
Macrophages,C1qb
Macrophages,HLA©\DR
Macrophages,CD45
Macrophages,CD11b
Macrophages,FOLR2
Macrophages,C1qa
Macrophages,CD68
Macrophages,CD68
Macrophages,CD166
Macrophages,CD64
Macrophages,F4/80
Macrophages,CD68
Macrophages,CD86
Macrophages,CD80
Macrophages,CD68
Macrophages,CD14
Macrophages,CD169
Macrophages,CD11c
Macrophages,FABP4
Macrophages,SLC40A1
Macrophages,APOC1
Macrophages,FTL
Macrophages,FABP5
Macrophages,CD5L
Macrophages,MRC1
Macrophages,LGMN
Macrophages,APOE
Macrophages,MARCO
Macrophages,NUPR1
Macrophages,HMOX1
Macrophages,SELENOP
Macrophages,CD163
Macrophages,CD68
Macrophages,Timd4
Macrophages,S100A8
Macrophages,CCR2
Macrophages,CD62L
Macrophages,CD68
Macrophages,CD11b
Macrophages,CD32
Macrophages,CD163
Macrophages,CD14
Macrophages,CD68
Macrophages,CXCL9
Macrophages,CXCL10
Macrophages,IL1B
Macrophages,CD169
Macrophages,CD68
Macrophages,CD68
Macrophages,CCL18
Macrophages,SPP1
Macrophages,CD68
Macrophages,CD11c
Macrophages,CD68
Macrophages,CD14
Macrophages,alpha-naphthyl-acetate-esterase
Macrophages,HLA-DR
Macrophages,CR3
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD71
Macrophages,CD16
Macrophages,HLA class II
Macrophages,CD80
Macrophages,CD86
Macrophages,CD11c
Macrophages,CD11a
Macrophages,CD11b
Macrophages,CD54
Macrophages,CD14
Macrophages,CD68
Macrophages,CD14
Macrophages,RFD7
Macrophages,CD80
Macrophages,CD83
Macrophages,CD68
Macrophages,CD86
Macrophages,CD11b
Macrophages,CD64
Macrophages,FIZZ1
Macrophages,CD14
Macrophages,CD14
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CCL2
Macrophages,CCL18
Macrophages,IL-1ra
Macrophages,CCL18
Macrophages,CD163
Macrophages,CD163
Macrophages,HSP90AA1
Macrophages,WSB1
Macrophages,TNFAIP3
Macrophages,MMP14
Macrophages,TNFAIP6
Macrophages,PFKFB3
Macrophages,NFKBIZ
Macrophages,CD206
Macrophages,CCL22
Macrophages,CD68
Macrophages,Galectin-3
Macrophages,CCL2
Macrophages,MERTK
Macrophages,SPP1
Macrophages,CD11b
Macrophages,CD11c
Macrophages,HLA-DR
Macrophages,CD64
Macrophages,CD4
Macrophages,CD68
Macrophages,CD5L
Macrophages,APOE
Macrophages,MARCO
Macrophages,TREM1
Macrophages,CD163
Macrophages,MS4A6A
Macrophages,RBPJ
Macrophages,ITGAM
Macrophages,MS4A4A
Macrophages,MRC1
Macrophages,CD68
Macrophages,CD14
Macrophages,MerTK
Macrophages,CD14
Macrophages,CD64
Macrophages,CXCL10
Macrophages,FN1
Macrophages,CD68
Macrophages,NUPR1
Macrophages,LYZ
Macrophages,CD68
Macrophages,CD64
Macrophages,F4/80
Macrophages,CD68
Macrophages,MRC1
Macrophages,FCGR1A
Macrophages,CX3CR1
Macrophages,MARCO
Macrophages,MSR1
Macrophages,CCR2
Macrophages,APOE
Macrophages,CD163
Macrophages,CD14
Macrophages,FCGR3A
Macrophages,CSF1R
Macrophages,MCEMP1
Macrophages,ITGAX
Macrophages,ITGAM
Macrophages,MARCO
Macrophages,MRC1
Macrophages,MSR1
Macrophages,SPP1
Macrophages,ILRN
Macrophages,PLA2G7
Macrophages,MMP9
Macrophages,CHI3L1
Macrophages,CD80
Macrophages,CD68
Macrophages,CD163
Macrophages,MS4A4A
Macrophages,CD68
Macrophages,CD84
Macrophages,CD163
Macrophages,CSF1R
Macrophages,CD14
Macrophages,CD163
Macrophages,CD68
Macrophages,CD163
Macrophages,FCGR3A
Macrophages,P2X7
Macrophages,FCER1G
Macrophages,TYROBP
Macrophages,CD14
Macrophages,VCAN
Macrophages,CD74
Macrophages,HLA-DRA
Macrophages,IL1B
Macrophages,CD163
Macrophages,CCL7
Macrophages,SPP1
Macrophages,CXCL3
Macrophages,IL1R2
Macrophages,CD163
Macrophages,CCL18
Macrophages,FABP4
Macrophages,CYBA
Macrophages,CD14
Macrophages,CD68
Macrophages,CD10
Macrophages,CD86
Macrophages,CD68
Macrophages,CD163
Macrophages,CD206
Macrophages,CD68
Macrophages,RGL1
Macrophages,VAT1
Macrophages,TREM2
Macrophages,CD163
Macrophages,FN1
Macrophages,LGMN
Macrophages,APOBEC3A
Macrophages,OLFML2B
Macrophages,INHBA
Macrophages,LPL
Macrophages,GPD1
Macrophages,SPP1
Macrophages,RPS18
Macrophages,APOE
Macrophages,CD55
Macrophages,FCN1
Macrophages,SELL
Macrophages,MME
Macrophages,HLA-DR
Macrophages,CMKLR1
Macrophages,MRP14
Macrophages,CD68
Macrophages,VCAN
Macrophages,LGMN
Macrophages,C1QA
Macrophages,MARCO
Macrophages,C1QA
Macrophages,CD209
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,FCGR1A
Macrophages,CD14
Macrophages,FCGR1B
Macrophages,Adgre1
Macrophages,Itgb1
Macrophages,Csf1r
Macrophages,Itgam
Macrophages,CD163
Macrophages,CD68
Macrophages,F4/80
Macrophages,PTPRC
Macrophages,CD206
Macrophages,CD163
Macrophages,APOC1
Macrophages,C1QB
Macrophages,C1QC
Macrophages,C1QA
Macrophages,FCGR1B
Macrophages,MMP12
Macrophages,CCL7
Macrophages,CNR2
Macrophages,CCL2
Macrophages,CCL8
Macrophages,MPEG1
Macrophages,AIM2
Macrophages,CCR1
Macrophages,CD40
Macrophages,CD86
Macrophages,IBA1
Macrophages,CD163
Macrophages,CD11b
Macrophages,AIF1
Macrophages,CD14
Macrophages,CD14
Macrophages,CD68
Macrophages,SIRP¦Á
Macrophages,AIF1
Macrophages,VSIG4
Macrophages,CD14
Macrophages,CD14
Macrophages,CD163
Macrophages,AIF1
Macrophages,CD74
Macrophages,CD163
Macrophages,CD68
Macrophages,CD14
Macrophages,CD64
Macrophages,AIF1
Macrophages,CD14
Macrophages,CD68
Macrophages,CD68
Macrophages,CD206
Macrophages,CD163
Macrophages,CD68
Macrophages,G-CSF
Macrophages,CD86
Macrophages,CSF2RA
Macrophages,CD14
Macrophages,ZEB2
Macrophages,CD74
Macrophages,HLA-DRA
Macrophages,HLA-DRB1
Macrophages,HLA-DPA1
Macrophages,PTPRC
Macrophages,CD68
Macrophages,CD206
Macrophages,CD86
Macrophages,IRF5
Macrophages,CD163
Macrophages,FCGR2A
Macrophages,CD68
Macrophages,CD68
Macrophages,CD14
Macrophages,FCGR3A
Macrophages,CD68
Macrophages,CD68
Macrophages,AIF1
Macrophages,CSF1R
Macrophages,CD86
Macrophages,C1QA
Macrophages,CD64
Macrophages,CD11C
Macrophages,CD11b
Macrophages,CD68
Macrophages,HLADR
Macrophages,CD14
Macrophages,CD16
Macrophages,C1QA
Macrophages,C1QB
Macrophages,ASAH1
Macrophages,C1QC
Macrophages,APOC1
Macrophages,CD81
Macrophages,APOE
Macrophages,HES1
Macrophages,RNASE1
Macrophages,CD14
Macrophages,FTL
Macrophages,PLD3
Macrophages,CTSL
Macrophages,ACP5
Macrophages,CD68
Macrophages,LGALS3
Macrophages,CCL4
Macrophages,IFIT1
Macrophages,TREM2
Macrophages,SPP1
Macrophages,PSAP
Macrophages,PRDX1
Macrophages,CD163
Macrophages,CTSD
Macrophages,CCL8
Macrophages,IFI6
Macrophages,CREG1
Macrophages,MAFB
Macrophages,IFI27
Macrophages,MS4A4A
Macrophages,MS4A7
Macrophages,PLA2G7
Macrophages,LGMN
Macrophages,CTSC
Macrophages,ADAMDEC1
Macrophages,NUPR1
Macrophages,CXCL9
Macrophages,MMP9
Macrophages,SLC40A1
Macrophages,CTSS
Macrophages,CCL3
Macrophages,GPNMB
Macrophages,FCER1G
Macrophages,FCGR3A
Macrophages,MARCKS
Macrophages,CTSB
Macrophages,GLUL
Macrophages,CD14
Macrophages,CD163
Macrophages,AIF1
Macrophages,CSF1R
Macrophages,CD53
Macrophages,CD209
Macrophages,CD68
Macrophages,CD163
Macrophages,MAC1
Macrophages,MAC2
Macrophages,APOE
Macrophages,C1QA
Macrophages,C1QB
Macrophages,SPP1
Macrophages,FABP4
Macrophages,FCN1
Macrophages,CD163
Macrophages,AIF1
Macrophages,CD14
Macrophages,AIF1
Macrophages,F13A1
Macrophages,CTSC
Macrophages,SPP1
Macrophages,LYZ
Macrophages,CD68
Macrophages,CD68
Macrophages,CD163
Macrophages,CD68
Macrophages,HLA-DR
Macrophages,Lysozyme
Macrophages,PD-L1
Macrophages,CD15
Macrophages,CD163
Macrophages,CD68
Macrophages,CD68
Macrophages,CXCR4
Macrophages,CD163
Macrophages,CD163
Macrophages,SIGLEC1
Macrophages,CD163
Macrophages,VCAN
Macrophages,CD14
Macrophages,FCER1G
Macrophages,VCAN
Macrophages,CD14
Macrophages,LYZ
Macrophages,MS4A4A
Macrophages,CD14
Macrophages,F13A1
Macrophages,CD163
Macrophages,CCL2
Macrophages,FCGR3A
Macrophages,CD14
Macrophages,CD68
Macrophages,H2-M2
Macrophages,Ly6c1
Macrophages,Itgax
Macrophages,Csf1r
Macrophages,Ly6g6c
Macrophages,Cx3cr1
Macrophages,CD88
Macrophages,CD1C
Macrophages,CD68
Macrophages,ATP1B1
Macrophages,CD1A
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,ALF1
Macrophages,CD68
Macrophages,F4/80
Macrophages,CD206
Macrophages,CD64
Macrophages,CD163
Macrophages,CD11b
Macrophages,CD14
Macrophages,FCGR2A
Macrophages,CD68
Macrophages,CD14
Macrophages,CD33
Macrophages,CD5L
Macrophages,APOE
Macrophages,APOC1
Macrophages,NUPR1
Macrophages,FABP5
Macrophages,APOE
Macrophages,CD5L
Macrophages,MARCO
Macrophages,HMOX1
Macrophages,LGMN
Macrophages,SELENOP
Macrophages,MRC1
Macrophages,SLC40A1
Macrophages,FTL
Macrophages,FABP4
Macrophages,FOLR2
Macrophages,GLUL
Macrophages,FCER1G
Macrophages,C1QC
Macrophages,MS4A7
Macrophages,CD5L
Macrophages,C1QA
Macrophages,FTL
Macrophages,C1QB
Macrophages,HMOX1
Macrophages,APOE
Macrophages,CD68
Macrophages,CD68
Macrophages,CD163
Macrophages,CSF1R
Macrophages,CD14
Macrophages,CD68
Macrophages,CD11b
Macrophages,CD11c
Macrophages,MARCO
Macrophages,CD169
Macrophages,SCARB2
Macrophages,APOE
Macrophages,BCAT1
Macrophages,KAL1
Macrophages,CHI3L1
Macrophages,EMP1
Macrophages,ATG7
Macrophages,MARCO
Macrophages,CD163
Macrophages,RAI14
Macrophages,PCOLCE2
Macrophages,CTSK
Macrophages,SCG5
Macrophages,CLEC5A
Macrophages,CCL7
Macrophages,SULT1C2
Macrophages,SGMS1
Macrophages,COL8A2
Macrophages,CYBB
Macrophages,GPC4
Macrophages,CXCL5
Macrophages,CHIT1
Macrophages,CD84
Macrophages,PTGDS
Macrophages,FN1
Macrophages,COLEC12
Macrophages,DNASE2B
Macrophages,ME1
Macrophages,GM2A
Macrophages,MSR1
Macrophages,MS4A4A
Macrophages,FDX1
Macrophages,CD14
Macrophages,IL8
Macrophages,HLA-DRA
Macrophages,CSF1R
Macrophages,C1QB
Macrophages,C1QA
Macrophages,CD68
Macrophages,SPP1
Macrophages,CD14
Macrophages,CD14
Macrophages,CD14
Macrophages,CSF1R
Macrophages,CD300A
Macrophages,CD86
Macrophages,CD84
Macrophages,CD300A
Macrophages,CD163
Macrophages,CD163
Macrophages,CD86
Macrophages,CD84
Macrophages,CSF1R
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD68
Macrophages,CD163
Macrophages,CD68
Macrophages,CD68
Macrophages,CREM
Macrophages,HBEGF
Macrophages,IL1B
Macrophages,PLAUR
Macrophages,CD14
Macrophages,CD163
Macrophages,CD68
Macrophages,LYZ
Macrophages,TYROBP
Macrophages,CD74
Macrophages,CSF1R
Macrophages,CD14
Macrophages,C1QC
Macrophages,C1QA
Macrophages,CD163
Macrophages,CD14
Macrophages,HLA-DRB1
Macrophages,CD74
Macrophages,HLA-DRA
Macrophages,C1QB
Macrophages,FCGR3A
Macrophages,CD68
Macrophages,CD14
Macrophages,CLEC10A
Macrophages,CD14
Macrophages,CD16
Macrophages,CD14
Macrophages,HLA-DR
Macrophages,CD68
Macrophages,CD68
Macrophages,CCL3
Macrophages,Adgre1
Macrophages,Cd68
Macrophages,Fcgr1
Macrophages,CD14
Macrophages,CD80
Macrophages,CD86
Macrophages,CD33
Macrophages,CD40
Macrophages,CD63
Macrophages,CD68
Macrophages,CXCL2
Macrophages,CXCL10
Macrophages,CXCL9
Macrophages,CXCL11
Macrophages,CD163
Macrophages,GPNMB
Macrophages,CD195
Macrophages,CD115
Macrophages,CD64
Macrophages,CD32
Macrophages,CD16
Macrophages,CD15
Macrophages,CD107b
Macrophages,CD169
Macrophages,CD282
Macrophages,CD284
Macrophages,GITRL
Macrophages,CD354
Macrophages,CD85
Macrophages,CD105
Macrophages,CD11a
Macrophages,CD11b
Macrophages,CD11c
Macrophages,CD85k
Macrophages,F4/80
Macrophages,HLA-DR
Macrophages,Mac-2
Macrophages,MHC Class II
Macrophages,CD14
Macrophages,CD11b
Macrophages,Macrophage galactose-type C-type lectin
Macrophages,CD68
Macrophages,transglutaminase-2
Macrophages,CD200R
Macrophages,CD23
Macrophages,CD11c
Macrophages,CD68
Macrophages,CD163
Macrophages,CD68
Macrophages,CCL2
Macrophages,CCR2
Macrophages,CD40
Macrophages,CSF1
Macrophages,CSF1R
Macrophages,PTPRC
Macrophages,MARCO
Macrophages,HLA-DRA
Macrophages,FCGR2A
Macrophages,CSF1R
Macrophages,F4
Macrophages,CD64
Macrophages,F80
Macrophages,CD68
Macrophages,CD11b
Macrophages,CD14
Macrophages,CSF1R
Macrophages,CD68
Macrophages,C1QB
Macrophages,SPI1
Macrophages,CD163
Macrophages,CD68
Macrophages,CD163
Macrophages,25F9
Macrophages,CD68
Macrophages,Pp65
Macrophages,CD68
Macrophages,CD68
Macrophages,MARCO
Macrophages,MERTK
Macrophages,CD68
Macrophages,CSF1R
Macrophages,FCGR2A
Macrophages,FAP
Macrophages,APOE
Macrophages,MRC1
Macrophages,TREM2
Macrophages,MHCII
Macrophages,CD14
Macrophages,AIF1
Macrophages,CSF1R
Macrophages,C1QC
Macrophages,SPP1
Macrophages,CD68
Macrophages,CD163
Macrophages,CD68
Macrophages,CD14
Macrophages,CD4
Macrophages,CD68
Macrophages,CD68
Macrophages,CD163
Macrophages,TLR2
Macrophages,MSR1
Macrophages,FCGR1A
Macrophages,ITGAM
Macrophages,C1Q?
Macrophages,MS4A7
Macrophages,CD3
Macrophages,TIGIT
Macrophages,HLA-DRA
Macrophages,CD68
Macrophages,MS4A7
Macrophages,MS4A4A
Mast_cells,TPBS2
Mast_cells,CPA3
Mast_cells,KIT
Mast_cells,tryptase
Mast_cells,TPSAB1
Mast_cells,Mast cell tryptase
Mast_cells,KIT
Mast_cells,tryptase
Mast_cells,CD117
Mast_cells,CD69
Mast_cells,TPSAB1
Mast_cells,CCL4
Mast_cells,CD203c
Mast_cells,c-Kit
Mast_cells,CD2
Mast_cells,Fc-epsilon RI-alpha
Mast_cells,c-Kit
Mast_cells,CD25
Mast_cells,CD25
Mast_cells,CD117
Mast_cells,CD117
Mast_cells,CD25
Mast_cells,CD2
Mast_cells,CD203c
Mast_cells,FcRI
Mast_cells,CD33
Mast_cells,CD117
Mast_cells,tryptase
Mast_cells,TPSD1
Mast_cells,KIT
Mast_cells,CMA1
Mast_cells,CTSG
Mast_cells,CPA3
Mast_cells,CPA3
Mast_cells,VWA5A
Mast_cells,MS4A2
Mast_cells,CTSG
Mast_cells,LMNA
Mast_cells,HDC
Mast_cells,CLU
Mast_cells,GATA2
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,tryptase
Mast_cells,KIT
Mast_cells,TPSB2
Mast_cells,CPA3
Mast_cells,CPA3
Mast_cells,KIT
Mast_cells,KIT
Mast_cells,CPA3
Mast_cells,KIT
Mast_cells,TPSAB1
Mast_cells,CPA3
Mast_cells,TPSAB1
Mast_cells,MS4A2
Mast_cells,TPSB2
Mast_cells,CPA3
Mast_cells,MS4A2
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,TPSAB1
Mast_cells,CD9
Mast_cells,CPA3
Mast_cells,CD69
Mast_cells,KIT
Mast_cells,FCER1A
Mast_cells,TPSAB1
Mast_cells,KIT
Mast_cells,TPSB2
Mast_cells,TPSAB1
Mast_cells,CPA3
Mast_cells,KIT
Mast_cells,KIT
Mast_cells,ALOX5
Mast_cells,HPGD
Mast_cells,MAOB
Mast_cells,SIGLEC8
Mast_cells,SVOPL
Mast_cells,SLC18A2
Mast_cells,NECAB2
Mast_cells,PRDX6
Mast_cells,KIT
Mast_cells,KIT
Mast_cells,EFHC2
Mast_cells,IL1RL1
Mast_cells,RP13-143G15.4
Mast_cells,TPSB2
Mast_cells,CAPN3
Mast_cells,HMGCS2
Mast_cells,HPGDS
Mast_cells,TAL1
Mast_cells,PTGS2
Mast_cells,FCER1A
Mast_cells,NTRK1
Mast_cells,PAK1
Mast_cells,IGLC2
Mast_cells,KIT
Mast_cells,SLC45A3
Mast_cells,EGR1
Mast_cells,ENPP3
Mast_cells,ALOX5AP
Mast_cells,NDRG2
Mast_cells,CADPS
Mast_cells,NFKBIA
Mast_cells,KRT1
Mast_cells,TPSD1
Mast_cells,STXBP6
Mast_cells,NSG1
Mast_cells,ADIRF
Mast_cells,NDEL1
Mast_cells,CAPG
Mast_cells,LIF
Mast_cells,LMNA
Mast_cells,ARHGAP18
Mast_cells,ENPP3
Mast_cells,FCER1A
Mast_cells,NOV
Mast_cells,IGKC
Mast_cells,CALB2
Mast_cells,SMYD3
Mast_cells,DDX1
Mast_cells,SLC18A2
Mast_cells,TSPYL2
Mast_cells,PLGRKT
Mast_cells,TMEM233
Mast_cells,BEX1
Mast_cells,HDC
Mast_cells,CLU
Mast_cells,MAGEB2
Mast_cells,ACSL4
Mast_cells,RAB34
Mast_cells,ASAH1
Mast_cells,DLC1
Mast_cells,TPSB2
Mast_cells,TTC39B
Mast_cells,PMP22
Mast_cells,IGHA1
Mast_cells,SDPR
Mast_cells,LRRC75A
Mast_cells,TSC22D1
Mast_cells,ADCYAP1
Mast_cells,AREG
Mast_cells,ADRB2
Mast_cells,DHRS9
Mast_cells,MS4A2
Mast_cells,CTTNBP2
Mast_cells,MLPH
Mast_cells,TIMP3
Mast_cells,BACE2
Mast_cells,VWC2
Mast_cells,C1orf186
Mast_cells,GMPR
Mast_cells,LGALS12
Mast_cells,CD82
Mast_cells,GPR35
Mast_cells,RNF130
Mast_cells,HEY1
Mast_cells,CD9
Mast_cells,VWA5A
Mast_cells,PIK3R6
Mast_cells,RGS13
Mast_cells,CNRIP1
Mast_cells,LAPTM4A
Mast_cells,HRASLS5
Mast_cells,TMEM220-AS1
Mast_cells,TMEM246
Mast_cells,RHBDD2
Mast_cells,RP11-501J20.5
Mast_cells,TMEM174
Mast_cells,ASIC4
Mast_cells,MAML1
Mast_cells,ABCA1
Mast_cells,SLC18A2
Mast_cells,CSF1
Mast_cells,PTGS1
Mast_cells,GATA2
Mast_cells,CD69
Mast_cells,NFKBIZ
Mast_cells,XXbac-BPG13B8.10
Mast_cells,RP11-179A10.1
Mast_cells,GCSAML
Mast_cells,CDK15
Mast_cells,MT1F
Mast_cells,CMA1
Mast_cells,RP11-354E11.2
Mast_cells,ANXA4
Mast_cells,RP1-276N6.2
Mast_cells,CTSG
Mast_cells,CPA3
Mast_cells,TMOD1
Mast_cells,COL13A1
Mast_cells,CST3
Mast_cells,C5orf45
Mast_cells,AC004791.2
Mast_cells,BTK
Mast_cells,STX3
Mast_cells,LTC4S
Mast_cells,RP11-307N16.6
Mast_cells,RHOH
Mast_cells,MBOAT7
Mast_cells,TPSAB1
Mast_cells,CPM
Mast_cells,Fc¦ÅRI
Mast_cells,TPSAB1
Mast_cells,MS4A2
Mast_cells,HDC
Mast_cells,TPSAB1
Mast_cells,CTSG
Mast_cells,TPSB2
Mast_cells,CPA3
Mast_cells,HPGDS
Mast_cells,TPSB2
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,Tryptase
Mast_cells,HDC
Mast_cells,KIT
Mast_cells,TPSB2
Mast_cells,TPSB2
Mast_cells,FCER1G
Mast_cells,CPA3
Mast_cells,KIT
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,FCER1A
Mast_cells,KIT
Mast_cells,MS4A2
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,MS4A2
Mast_cells,CPA33
Mast_cells,CLU
Mast_cells,CPA3
Mast_cells,MS4A2
Mast_cells,TPSAB1
Mast_cells,TPSAB1
Mast_cells,KIT
Mast_cells,GATA2
Mast_cells,CPA3
Mast_cells,CD74
Mast_cells,CD143
Mast_cells,CD205
Mast_cells,CD36
Mast_cells,CD66e
Mast_cells,IL-9R
Mast_cells,CLEC12A
Mast_cells,CD371
Mast_cells,SUSD2
Mast_cells,CD317
Mast_cells,5-LO
Mast_cells,SSEA-5
Mast_cells,CD66
Mast_cells,CD34
Mast_cells,LTC4S
Mast_cells,CD166
Mast_cells,CD270
Mast_cells,CD66a
Mast_cells,HLA-DR
Mast_cells,Fc¦ÅRI
Mast_cells,CD164
Mast_cells,CD45RO
Mast_cells,CD277
Mast_cells,Siglec-9
Mast_cells,CD344
Mast_cells,CD111
Mast_cells,CD243
Mast_cells,CD326
Mast_cells,CD131
Mast_cells,CD148
Mast_cells,CD66c
Mast_cells,CD49a
Mast_cells,CD115
Mast_cells,TPSB2
Mast_cells,TPSAB1
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,HPGDS
Mast_cells,TPSD1
Mast_cells,TPSAB1
Mast_cells,MS4A2
Mast_cells,HDC
Mast_cells,CPA3
Mast_cells,CPA3
Mast_cells,HPGDS
Mast_cells,ALOX5AP
Mast_cells,HDC
Mast_cells,ALOX5
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,CMA1
Mast_cells,CPA3
Mast_cells,MS4A2
Mast_cells,CD117
Mast_cells,TPSAB1
Mast_cells,TPSAB1
Mast_cells,MS4A2
Mast_cells,KIT
Mast_cells,TPSAB1
Mast_cells,CD117
Mast_cells,FceRI¦Á
Mast_cells,TPSAB1
Mast_cells,cKit
Mast_cells,TPSAB1
Mast_cells,IL1RL1
Mast_cells,CPA3
Mast_cells,tryptase
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,CPA3
Mast_cells,TPSAB1
Mast_cells,TPSB2
Mast_cells,TPSAB1
Mast_cells,Tryptase
Mast_cells,MPO
Mast_cells,PRG2
Mast_cells,MS4A2
Mast_cells,NR0B1
Mast_cells,TPSB2
Mast_cells,MAOB
Mast_cells,GATA2
Mast_cells,LOC339524
Mast_cells,NM_003293
Mast_cells,KIT
Mast_cells,CTSG
Mast_cells,ELA2
Mast_cells,SLC24A3
Mast_cells,HDC
Mast_cells,PGDS
Mast_cells,CPA3
Mast_cells,HPGD
Mast_cells,ABCC4
Mast_cells,CMA1
Mast_cells,PPM1H
Mast_cells,MLPH
Mast_cells,PTGS1
Mast_cells,LOH11CR2A
Mast_cells,SCG2
Mast_cells,ADCYAP1
Mast_cells,CEACAM8
Mast_cells,TAL1
Mast_cells,CALB2
Mast_cells,TPSAB1
Mast_cells,SIGLEC6
Mast_cells,SLC18A2
Mast_cells,TPSAB1
Mast_cells,CPA3
Mast_cells,HPGDS
Mast_cells,RGS13
Mast_cells,CLU
Mast_cells,MA4A2
Mast_cells,HDC
Mast_cells,TPSAB1
Mast_cells,CPA3
Mast_cells,CD9
Mast_cells,CD33
Mast_cells,CD24
Mast_cells,CD35
Mast_cells,CD116
Mast_cells,CD23
Mast_cells,CD64
Mast_cells,CD32
Mast_cells,CD15
Mast_cells,IL-2
Mast_cells,CD25
Mast_cells,CD123
Mast_cells,CD125
Mast_cells,CD126
Mast_cells,CD117
Mast_cells,CD203c
Mast_cells,CD45
Mast_cells,CD43
Mast_cells,Fc-epsilon RI-alpha
Mast_cells,IL-33R
Mast_cells,CD3
Mast_cells,High affinity IgE receptor
Mast_cells,TPSB2
Mast_cells,PTPRC
Mast_cells,SIGLEC6
Mast_cells,KIT
Mast_cells,HPGD
Mast_cells,TPSB2
Mast_cells,TPSAB1
Mast_cells,CD117
Mast_cells,TPSAB1
Mast_cells,TPSB2
Neutrophils,HMOX1
Neutrophils,TXNRD1
Neutrophils,HMOX2
Neutrophils,SRXN1
Neutrophils,SOD2
Neutrophils,CD16
Neutrophils,CD10
Neutrophils,CD15
Neutrophils,CD66b
Neutrophils,CD101
Neutrophils,CD16
Neutrophils,CD11b
Neutrophils,CD10
NK_cells,CD16
NK_cells,CD158
NK_cells,CD314
NK_cells,CD94
NK_cells,FASL
NK_cells,CD56
NK_cells,NKP46
NK_cells,NKG7
NK_cells,GNLY
NK_cells,NCAM1
NK_cells,CD3
NK_cells,CD56
NK_cells,CD16
NK_cells,CD3D
NK_cells,CD7
NK_cells,CD56
NK_cells,CD56
NK_cells,CD3
NK_cells,CD56
NK_cells,NKG2D
NK_cells,NKG2A
NK_cells,CD16
NK_cells,CD56
NK_cells,CD16
NK_cells,CD56
NK_cells,CD3
NK_cells,CD56
NK_cells,CD16
NK_cells,CD45
NK_cells,CD3
NK_cells,CD56
NK_cells,CD3D
NK_cells,NKG7
NK_cells,CD49a
